start_time,end_time,open,high,low,close,volume
1539178200,1539264600,52.922,53.102,49.554,51.376,64076390
1539264600,1539351000,51.506,52.45,49.806,50.446,40838690
1539351000,1539610200,52.2,52.398,50.402,51.756,36007020
1539610200,1539696600,51.812,52.656,50.90734,51.918,30999825
1539696600,1539783000,53.14,55.475,52.448,55.318,47632005
1539783000,1539869400,56.48,56.54,53.16064,54.356,43277710
1539869400,1539955800,53.858,54.2,52.6,52.782,27105920
1539955800,1540215000,53.478,53.932,50.7,52,46877745
1540215000,1540301400,52.136,52.372,50.518,52.19,28001300
1540301400,1540387800,52.774,59.586,52.42,58.828,95138765
1540387800,1540474200,60.21,60.888,57.146,57.7,100291290
1540474200,1540560600,63.444,64.2,60.202,62.972,104203620
1540560600,1540819800,61.65,67.98,61.33,66.18,137127600
1540819800,1540906200,67.494,69.432,65.3,66.97,72430135
1540906200,1540992600,65.678,67.57998,64.452,65.98,45633520
1540992600,1541079000,66.508,68.4,65.82,67.464,38121740
1541079000,1541165400,67.652,69.568,66.945,68.856,40000660
1541165400,1541428200,68.748,69.84,68.182,69.282,39039855
1541428200,1541514600,68.1,68.791,66.028,68.28,39155240
1541514600,1541601000,67.814,69.76,67.218,68.212,33814445
1541601000,1541687400,68.668,70.236,68.16,69.632,36872610
1541687400,1541773800,69.7,71.5151,69.688,70.28,35453370
1541773800,1542033000,69.8,70.8,69.046,70.102,25494230
1542033000,1542119400,69.674,69.956,66.068,66.256,34707615
1542119400,1542205800,66.632,68.94,66.44,67.746,27242985
1542205800,1542292200,68.54,69.422,67.43,68.8,25201435
1542292200,1542378600,68.466,69.716,67.808,69.688,23128595
1542378600,1542637800,69.038,71.14,69.02402,70.862,36030955
1542637800,1542724200,71.268,73.35,70.576,70.694,48544355
1542724200,1542810600,68.35,69.96,66.71,69.498,40023545
1542810600,1542983400,70.4,70.62,67.4799,67.638,23434040
1542983400,1543242600,66.869,67.5,65.11,65.166,21013210
1543242600,1543329000,65,69.244,65,69.2,39960705
1543329000,1543415400,68.01,69.392,67.1,68.784,31791500
1543415400,1543501800,69.198,69.656,68.442,69.574,20637890
1543501800,1543588200,69.4,69.5,67.91,68.234,15403620
1543588200,1543847400,68.366,70.32,67.65296,70.096,28144475
1543847400,1543933800,72,73.2,70.4,71.698,41532555
1543933800,1544106600,71.21,73.736,70.4,71.94,42309725
1544106600,1544193000,71.202,73.476,70.152,72.612,39212540
1544193000,1544452200,73.8,75.898,71.53,71.593,57555885
1544452200,1544538600,72,73.196,70.624,73.03,33067275
1544538600,1544625000,73.982,74.43378,72.046,73.352,31543845
1544625000,1544711400,73.884,74.382,73.032,73.32,25135240
1544711400,1544797800,74.03,75.488,73.35,75.358,36829270
1544797800,1545057000,75,75.574,72.866,73.142,31687775
1545057000,1545143400,72.4,73.14,68.776,69.684,38370040
1545143400,1545229800,70.108,70.31,66.738,67.406,35499995
1545229800,1545316200,67.52,69.402,65.948,66.594,41370905
1545316200,1545402600,65.4107,66.058,62.3738,63.076,45359290
1545402600,1545661800,63.48,64.694,62.488,63.954,40084005
1545661800,1545834600,62.7,62.9,59.039,59.078,27799565
1545834600,1545921000,60,65.394,58.818,65.218,40815690
1545921000,1546007400,63.968,64.43434,60.3,63.226,42875665
1546007400,1546266600,64.62,67.248,63.682,66.774,49694960
1546266600,1546439400,67.558,67.842,65.052,66.56,31511690
1546439400,1546525800,61.22,63.026,59.76,62.024,58293240
1546525800,1546612200,61.4,61.88,59.476,60.072,34825920
1546612200,1546871400,61.2,63.6,60.546,63.538,36970580
1546871400,1546957800,64.344,67.348,63.55016,66.992,37756125
1546957800,1547044200,68.392,68.802,65.404,67.07,35042580
1547044200,1547130600,67.1,68.7005,66.294,67.706,27164725
1547130600,1547217000,66.88,69.078,66.358,68.994,30281770
1547217000,1547476200,68.418,69.682,67.754,69.452,25195260
1547476200,1547562600,68.476,68.5,66.8,66.88,26236420
1547562600,1547649000,67,69.76,66.9,68.886,30282950
1547649000,1547735400,68.956,70.4,68.7,69.21,23458695
1547735400,1547821800,69.242,70.3,68.83,69.462,18383665
1547821800,1548167400,64.6,65.42594,59.94602,60.452,120753815
1548167400,1548253800,60.964,61.6,59.1,59.784,60333705
1548253800,1548340200,58.5,58.9,56.338,57.518,62649965
1548340200,1548426600,56.606,58.736,55.85662,58.302,40060775
1548426600,1548685800,58.878,59.7039,57.91,59.408,36290390
1548685800,1548772200,58.582,59.492,57.55,59.276,32116395
1548772200,1548858600,59.054,59.71132,58.36,59.492,23108460
1548858600,1548945000,60.09,61.8,59.698,61.754,56251590
1548945000,1549031400,60.2,62.31272,58.8,61.404,62846225
1549031400,1549290600,61.084,63.22,60.7,62.442,36417205
1549290600,1549377000,62.596,63.06,60.376,62.578,36760410
1549377000,1549463400,62.498,64.488,62.44988,64.27,33713825
1549463400,1549549800,63.918,64.848,63.1248,63.444,25192730
1549549800,1549636200,62.66,62.94,60.6,61.502,32603055
1549636200,1549895400,61.366,61.489,59.7,61.16,29221060
1549895400,1549981800,62.32,63.72,62.1,62.568,35648565
1549981800,1550068200,63.24,63.638,61.924,62.362,27587850
1550068200,1550154600,62.47,62.55,61.114,61.634,25708085
1550154600,1550241000,60.676,61.354,60.2,60.754,26004160
1550241000,1550586600,60.9,61.6,60.78,61.576,19524735
1550586600,1550673000,61.312,62.30884,61.094,61.128,20842215
1550673000,1550759400,60.882,61.26,59.8,60.512,35710585
1550759400,1550845800,60.362,60.64798,58.1,58.246,44545910
1550845800,1551105000,58.898,59.3,58.42,58.942,28702790
1551105000,1551191400,59.582,60.58088,59.4001,59.754,33132610
1551191400,1551277800,58.444,60.402,57.75402,59.572,42912675
1551277800,1551364200,60.356,63.259,60.11,62.948,55919540
1551364200,1551450600,63.784,64,62.162,63.976,52603265
1551450600,1551709800,61.388,61.426,58.38,58.958,114556875
1551709800,1551796200,59.624,59.8,56.556,57.072,85484090
1551796200,1551882600,56.4,56.8,54.02,55.308,93823700
1551882600,1551969000,55.296,56.30116,54.878,55.248,51677425
1551969000,1552055400,55.768,56.94,54.85,55.318,47212415
1552055400,1552311000,55.382,57.118,55.178,56.828,44098125
1552311000,1552397400,56.704,58.256,56.1,58.184,36961390
1552397400,1552483800,57.298,57.614,56.212,56.672,37520685
1552483800,1552570200,56.78,58.398,56.54,57.792,34223595
1552570200,1552656600,58.49,59.078,57.658,57.992,35517235
1552656600,1552915800,56.702,56.74488,54.88,55.086,73927655
1552915800,1553002200,55.2,55.61,53.46,53.898,51404900
1553002200,1553088600,53.5,54.66,52.692,53.494,59003150
1553088600,1553175000,53.938,54.994,53.26,54.72,34541120
1553175000,1553261400,54.52,55.29,53.69,54.804,29735490
1553261400,1553520600,54.516,54.56,52.8,52.906,43728045
1553520600,1553607000,51.942,52.636,50.892,52.084,51075145
1553607000,1553693400,52.888,54.052,52.886,53.554,36754740
1553693400,1553779800,53.75,55.074,53.63676,54.966,43895830
1553779800,1553866200,55.432,56.066,55.02,55.724,33870465
1553866200,1554125400,55.74,56.032,54.9,55.972,29956690
1554125400,1554211800,56.524,57.84,56.2562,57.836,40552195
1554211800,1554298200,57.66,57.888,56.776,57.176,27394700
1554298200,1554384600,57.464,59.234,57.434,58.362,39649320
1554384600,1554471000,52.378,54.24,52.118,53.556,118603645
1554471000,1554730200,53.972,55.22,53.222,54.992,65191285
1554730200,1554816600,55.538,56.232,54.088,54.64,52052180
1554816600,1554903000,54.33,55,53.922,54.462,29520155
1554903000,1554989400,55.348,55.676,54.5785,55.212,35306570
1554989400,1555075800,53.66,54.1,53.12,53.684,49179635
1555075800,1555335000,54.044,54.39,53.366,53.54,33729870
1555335000,1555421400,53.726,53.776,51.726,53.276,50192895
1555421400,1555507800,53.15,55,52.944,54.672,36364650
1555507800,1555594200,54.95,54.958,53.707,54.246,25632340
1555594200,1555939800,54.246,54.968,53.95,54.652,29381625
1555939800,1556026200,53.8,53.936,52.496,52.55,60735705
1556026200,1556112600,52.03,53.12,51.15,52.78,54719295
1556112600,1556199000,52.77,53.064,51.6,51.732,53637270
1556199000,1556285400,51,51.8,49.214,49.526,109246965
1556285400,1556544600,49.3,49.336,46.226,47.028,111803545
1556544600,1556631000,47.172,48.796,46.434,48.294,83572380
1556631000,1556717400,48.412,48.842,47.4,47.738,47323140
1556717400,1556803800,47.77,48,46.3,46.802,53521770
1556803800,1556890200,49.104,49.426,47.544,48.82,90796695
1556890200,1557149400,48.772,51.322,48.698,51.006,118533855
1557149400,1557235800,50.004,51.66998,49.7,51.068,54169715
1557235800,1557322200,51.36,51.442,49.02,49.412,50657040
1557322200,1557408600,49.388,50.1198,48.84,48.968,30882200
1557408600,1557495000,48.4,48.736,47.38868,48.396,33556910
1557495000,1557754200,47.95,48.398,47.204,47.904,35041680
1557754200,1557840600,46.402,46.494,44.9,45.402,54173980
1557840600,1557927000,45.86,46.9,45.6,46.462,36262060
1557927000,1558013400,45.864,46.488,45.05,46.39,36479880
1558013400,1558099800,45.898,46.2,45.3,45.666,37416365
1558099800,1558359000,44.392,44.448,41.784,42.206,88933330
1558359000,1558445400,40.56,41.2,39.05,41.072,102630975
1558445400,1558531800,39.552,41.48,39.208,41.016,90019495
1558531800,1558618200,39.82,40.788,38.356,38.546,93425935
1558618200,1558704600,38.868,39.893,37.244,39.098,132735710
1558704600,1559050200,39.966,39.996,37.7501,38.126,70682860
1559050200,1559136600,38.24,39,37.57,37.74,51564505
1559136600,1559223000,37.42,38.478,37.00802,37.972,59843190
1559223000,1559309400,37.75,38.451,37.404,37.644,39632375
1559309400,1559568600,37.02,37.98408,36.82,37.032,52033660
1559568600,1559655000,37.102,37.336,35.39838,35.794,65322050
1559655000,1559741400,36.22,38.796,35.922,38.72,69037610
1559741400,1559827800,39.736,40.25564,38.36972,39.318,67553780
1559827800,1559914200,40.888,42.2,40.36,41.19,101210755
1559914200,1560173400,41,42.16876,40.6998,40.9,80017635
1560173400,1560259800,42.05,43.388,41.802,42.576,52925195
1560259800,1560346200,43.8287,44.18,42.7,43.42,58267685
1560346200,1560432600,44.59,44.676,41.8,41.852,75987720
